egg_count,Day,geography,treatment,Replicate,plate side,experiment,Expt,SortOrder,code,vialnum,repexp,tg
97,2,Pennsylvania,Control,#1,Lactobacillus,C,Expt2,310,2 Pennsylvania Control #1 C Expt2,2 Pennsylvania Control #1 C Expt2,2 Pennsylvania Control #1 C Expt2,Control.Pennsylvania
128,2,Pennsylvania,Control,#2,Acetobacter,C,Expt2,311,2 Pennsylvania Control #2 C Expt2,2 Pennsylvania Control #2 C Expt2,2 Pennsylvania Control #2 C Expt2,Control.Pennsylvania
96,2,Pennsylvania,Control,#2,Lactobacillus,C,Expt2,312,2 Pennsylvania Control #2 C Expt2,2 Pennsylvania Control #2 C Expt2,2 Pennsylvania Control #2 C Expt2,Control.Pennsylvania
293,3,Maine,Choice,#1,Acetobacter,A,Expt2,313,3 Maine Choice #1 A Expt2,3 Maine Choice #1 A Expt2,3 Maine Choice #1 A Expt2,Choice.Maine
149,3,Maine,Choice,#1,Lactobacillus,A,Expt2,314,3 Maine Choice #1 A Expt2,3 Maine Choice #1 A Expt2,3 Maine Choice #1 A Expt2,Choice.Maine
365,3,Maine,Choice,#2,Acetobacter,A,Expt2,315,3 Maine Choice #2 A Expt2,3 Maine Choice #2 A Expt2,3 Maine Choice #2 A Expt2,Choice.Maine
89,3,Maine,Choice,#2,Lactobacillus,A,Expt2,316,3 Maine Choice #2 A Expt2,3 Maine Choice #2 A Expt2,3 Maine Choice #2 A Expt2,Choice.Maine
218,3,Maine,Choice,#1,Acetobacter,B,Expt2,317,3 Maine Choice #1 B Expt2,3 Maine Choice #1 B Expt2,3 Maine Choice #1 B Expt2,Choice.Maine
97,3,Maine,Choice,#1,Lactobacillus,B,Expt2,318,3 Maine Choice #1 B Expt2,3 Maine Choice #1 B Expt2,3 Maine Choice #1 B Expt2,Choice.Maine
142,3,Maine,Choice,#2,Acetobacter,B,Expt2,319,3 Maine Choice #2 B Expt2,3 Maine Choice #2 B Expt2,3 Maine Choice #2 B Expt2,Choice.Maine
77,3,Maine,Choice,#2,Lactobacillus,B,Expt2,320,3 Maine Choice #2 B Expt2,3 Maine Choice #2 B Expt2,3 Maine Choice #2 B Expt2,Choice.Maine
91,3,Maine,Choice,#3,Acetobacter,B,Expt2,321,3 Maine Choice #3 B Expt2,3 Maine Choice #3 B Expt2,3 Maine Choice #3 B Expt2,Choice.Maine
89,3,Maine,Choice,#3,Lactobacillus,B,Expt2,322,3 Maine Choice #3 B Expt2,3 Maine Choice #3 B Expt2,3 Maine Choice #3 B Expt2,Choice.Maine
235,3,Maine,Choice,#1,Acetobacter,C,Expt2,323,3 Maine Choice #1 C Expt2,3 Maine Choice #1 C Expt2,3 Maine Choice #1 C Expt2,Choice.Maine
200,3,Maine,Choice,#1,Lactobacillus,C,Expt2,324,3 Maine Choice #1 C Expt2,3 Maine Choice #1 C Expt2,3 Maine Choice #1 C Expt2,Choice.Maine
88,3,Maine,Choice,#2,Acetobacter,C,Expt2,325,3 Maine Choice #2 C Expt2,3 Maine Choice #2 C Expt2,3 Maine Choice #2 C Expt2,Choice.Maine
72,3,Maine,Choice,#2,Lactobacillus,C,Expt2,326,3 Maine Choice #2 C Expt2,3 Maine Choice #2 C Expt2,3 Maine Choice #2 C Expt2,Choice.Maine
18,3,Maine,Control,#1,Acetobacter,A,Expt2,327,3 Maine Control #1 A Expt2,3 Maine Control #1 A Expt2,3 Maine Control #1 A Expt2,Control.Maine
4,3,Maine,Control,#1,Lactobacillus,A,Expt2,328,3 Maine Control #1 A Expt2,3 Maine Control #1 A Expt2,3 Maine Control #1 A Expt2,Control.Maine
154,3,Maine,Control,#2,Acetobacter,A,Expt2,329,3 Maine Control #2 A Expt2,3 Maine Control #2 A Expt2,3 Maine Control #2 A Expt2,Control.Maine
236,3,Maine,Control,#2,Lactobacillus,A,Expt2,330,3 Maine Control #2 A Expt2,3 Maine Control #2 A Expt2,3 Maine Control #2 A Expt2,Control.Maine
51,3,Maine,Control,#1,Acetobacter,B,Expt2,331,3 Maine Control #1 B Expt2,3 Maine Control #1 B Expt2,3 Maine Control #1 B Expt2,Control.Maine
140,3,Maine,Control,#1,Lactobacillus,B,Expt2,332,3 Maine Control #1 B Expt2,3 Maine Control #1 B Expt2,3 Maine Control #1 B Expt2,Control.Maine
174,3,Maine,Control,#2,Acetobacter,B,Expt2,333,3 Maine Control #2 B Expt2,3 Maine Control #2 B Expt2,3 Maine Control #2 B Expt2,Control.Maine
71,3,Maine,Control,#2,Lactobacillus,B,Expt2,334,3 Maine Control #2 B Expt2,3 Maine Control #2 B Expt2,3 Maine Control #2 B Expt2,Control.Maine
112,3,Maine,Control,#3,Acetobacter,B,Expt2,335,3 Maine Control #3 B Expt2,3 Maine Control #3 B Expt2,3 Maine Control #3 B Expt2,Control.Maine
171,3,Maine,Control,#3,Lactobacillus,B,Expt2,336,3 Maine Control #3 B Expt2,3 Maine Control #3 B Expt2,3 Maine Control #3 B Expt2,Control.Maine
223,3,Maine,Control,#1,Acetobacter,C,Expt2,337,3 Maine Control #1 C Expt2,3 Maine Control #1 C Expt2,3 Maine Control #1 C Expt2,Control.Maine
247,3,Maine,Control,#1,Lactobacillus,C,Expt2,338,3 Maine Control #1 C Expt2,3 Maine Control #1 C Expt2,3 Maine Control #1 C Expt2,Control.Maine
53,3,Maine,Control,#2,Acetobacter,C,Expt2,339,3 Maine Control #2 C Expt2,3 Maine Control #2 C Expt2,3 Maine Control #2 C Expt2,Control.Maine
93,3,Maine,Control,#2,Lactobacillus,C,Expt2,340,3 Maine Control #2 C Expt2,3 Maine Control #2 C Expt2,3 Maine Control #2 C Expt2,Control.Maine
213,3,Florida,Choice,#1,Acetobacter,A,Expt2,341,3 Florida Choice #1 A Expt2,3 Florida Choice #1 A Expt2,3 Florida Choice #1 A Expt2,Choice.Florida
28,3,Florida,Choice,#1,Lactobacillus,A,Expt2,342,3 Florida Choice #1 A Expt2,3 Florida Choice #1 A Expt2,3 Florida Choice #1 A Expt2,Choice.Florida
367,3,Florida,Choice,#2,Acetobacter,A,Expt2,343,3 Florida Choice #2 A Expt2,3 Florida Choice #2 A Expt2,3 Florida Choice #2 A Expt2,Choice.Florida
183,3,Florida,Choice,#2,Lactobacillus,A,Expt2,344,3 Florida Choice #2 A Expt2,3 Florida Choice #2 A Expt2,3 Florida Choice #2 A Expt2,Choice.Florida
181,3,Florida,Choice,#1,Acetobacter,B,Expt2,345,3 Florida Choice #1 B Expt2,3 Florida Choice #1 B Expt2,3 Florida Choice #1 B Expt2,Choice.Florida
240,3,Florida,Choice,#1,Lactobacillus,B,Expt2,346,3 Florida Choice #1 B Expt2,3 Florida Choice #1 B Expt2,3 Florida Choice #1 B Expt2,Choice.Florida
263,3,Florida,Choice,#2,Acetobacter,B,Expt2,347,3 Florida Choice #2 B Expt2,3 Florida Choice #2 B Expt2,3 Florida Choice #2 B Expt2,Choice.Florida
17,3,Florida,Choice,#2,Lactobacillus,B,Expt2,348,3 Florida Choice #2 B Expt2,3 Florida Choice #2 B Expt2,3 Florida Choice #2 B Expt2,Choice.Florida
133,3,Florida,Choice,#3,Acetobacter,B,Expt2,349,3 Florida Choice #3 B Expt2,3 Florida Choice #3 B Expt2,3 Florida Choice #3 B Expt2,Choice.Florida
87,3,Florida,Choice,#3,Lactobacillus,B,Expt2,350,3 Florida Choice #3 B Expt2,3 Florida Choice #3 B Expt2,3 Florida Choice #3 B Expt2,Choice.Florida
133,3,Florida,Choice,#1,Acetobacter,C,Expt2,351,3 Florida Choice #1 C Expt2,3 Florida Choice #1 C Expt2,3 Florida Choice #1 C Expt2,Choice.Florida
47,3,Florida,Choice,#1,Lactobacillus,C,Expt2,352,3 Florida Choice #1 C Expt2,3 Florida Choice #1 C Expt2,3 Florida Choice #1 C Expt2,Choice.Florida
51,3,Florida,Choice,#2,Acetobacter,C,Expt2,353,3 Florida Choice #2 C Expt2,3 Florida Choice #2 C Expt2,3 Florida Choice #2 C Expt2,Choice.Florida
30,3,Florida,Choice,#2,Lactobacillus,C,Expt2,354,3 Florida Choice #2 C Expt2,3 Florida Choice #2 C Expt2,3 Florida Choice #2 C Expt2,Choice.Florida
61,3,Florida,Control,#1,Acetobacter,A,Expt2,355,3 Florida Control #1 A Expt2,3 Florida Control #1 A Expt2,3 Florida Control #1 A Expt2,Control.Florida
97,3,Florida,Control,#1,Lactobacillus,A,Expt2,356,3 Florida Control #1 A Expt2,3 Florida Control #1 A Expt2,3 Florida Control #1 A Expt2,Control.Florida
74,3,Florida,Control,#2,Acetobacter,A,Expt2,357,3 Florida Control #2 A Expt2,3 Florida Control #2 A Expt2,3 Florida Control #2 A Expt2,Control.Florida
39,3,Florida,Control,#2,Lactobacillus,A,Expt2,358,3 Florida Control #2 A Expt2,3 Florida Control #2 A Expt2,3 Florida Control #2 A Expt2,Control.Florida
74,3,Florida,Control,#1,Acetobacter,B,Expt2,359,3 Florida Control #1 B Expt2,3 Florida Control #1 B Expt2,3 Florida Control #1 B Expt2,Control.Florida
147,3,Florida,Control,#1,Lactobacillus,B,Expt2,360,3 Florida Control #1 B Expt2,3 Florida Control #1 B Expt2,3 Florida Control #1 B Expt2,Control.Florida
148,3,Florida,Control,#2,Acetobacter,B,Expt2,361,3 Florida Control #2 B Expt2,3 Florida Control #2 B Expt2,3 Florida Control #2 B Expt2,Control.Florida
179,3,Florida,Control,#2,Lactobacillus,B,Expt2,362,3 Florida Control #2 B Expt2,3 Florida Control #2 B Expt2,3 Florida Control #2 B Expt2,Control.Florida
169,3,Florida,Control,#3,Acetobacter,B,Expt2,363,3 Florida Control #3 B Expt2,3 Florida Control #3 B Expt2,3 Florida Control #3 B Expt2,Control.Florida
187,3,Florida,Control,#3,Lactobacillus,B,Expt2,364,3 Florida Control #3 B Expt2,3 Florida Control #3 B Expt2,3 Florida Control #3 B Expt2,Control.Florida
94,3,Florida,Control,#1,Acetobacter,C,Expt2,365,3 Florida Control #1 C Expt2,3 Florida Control #1 C Expt2,3 Florida Control #1 C Expt2,Control.Florida
93,3,Florida,Control,#1,Lactobacillus,C,Expt2,366,3 Florida Control #1 C Expt2,3 Florida Control #1 C Expt2,3 Florida Control #1 C Expt2,Control.Florida
225,3,Florida,Control,#2,Acetobacter,C,Expt2,367,3 Florida Control #2 C Expt2,3 Florida Control #2 C Expt2,3 Florida Control #2 C Expt2,Control.Florida
248,3,Florida,Control,#2,Lactobacillus,C,Expt2,368,3 Florida Control #2 C Expt2,3 Florida Control #2 C Expt2,3 Florida Control #2 C Expt2,Control.Florida
341,3,Pennsylvania,Choice,#1,Acetobacter,A,Expt2,369,3 Pennsylvania Choice #1 A Expt2,3 Pennsylvania Choice #1 A Expt2,3 Pennsylvania Choice #1 A Expt2,Choice.Pennsylvania
13,3,Pennsylvania,Choice,#1,Lactobacillus,A,Expt2,370,3 Pennsylvania Choice #1 A Expt2,3 Pennsylvania Choice #1 A Expt2,3 Pennsylvania Choice #1 A Expt2,Choice.Pennsylvania
358,3,Pennsylvania,Choice,#2,Acetobacter,A,Expt2,371,3 Pennsylvania Choice #2 A Expt2,3 Pennsylvania Choice #2 A Expt2,3 Pennsylvania Choice #2 A Expt2,Choice.Pennsylvania
41,3,Pennsylvania,Choice,#2,Lactobacillus,A,Expt2,372,3 Pennsylvania Choice #2 A Expt2,3 Pennsylvania Choice #2 A Expt2,3 Pennsylvania Choice #2 A Expt2,Choice.Pennsylvania
86,3,Pennsylvania,Choice,#1,Acetobacter,B,Expt2,373,3 Pennsylvania Choice #1 B Expt2,3 Pennsylvania Choice #1 B Expt2,3 Pennsylvania Choice #1 B Expt2,Choice.Pennsylvania
44,3,Pennsylvania,Choice,#1,Lactobacillus,B,Expt2,374,3 Pennsylvania Choice #1 B Expt2,3 Pennsylvania Choice #1 B Expt2,3 Pennsylvania Choice #1 B Expt2,Choice.Pennsylvania
16,3,Pennsylvania,Choice,#2,Acetobacter,B,Expt2,375,3 Pennsylvania Choice #2 B Expt2,3 Pennsylvania Choice #2 B Expt2,3 Pennsylvania Choice #2 B Expt2,Choice.Pennsylvania
34,3,Pennsylvania,Choice,#2,Lactobacillus,B,Expt2,376,3 Pennsylvania Choice #2 B Expt2,3 Pennsylvania Choice #2 B Expt2,3 Pennsylvania Choice #2 B Expt2,Choice.Pennsylvania
56,3,Pennsylvania,Choice,#3,Acetobacter,B,Expt2,377,3 Pennsylvania Choice #3 B Expt2,3 Pennsylvania Choice #3 B Expt2,3 Pennsylvania Choice #3 B Expt2,Choice.Pennsylvania
47,3,Pennsylvania,Choice,#3,Lactobacillus,B,Expt2,378,3 Pennsylvania Choice #3 B Expt2,3 Pennsylvania Choice #3 B Expt2,3 Pennsylvania Choice #3 B Expt2,Choice.Pennsylvania
167,3,Pennsylvania,Choice,#1,Acetobacter,C,Expt2,379,3 Pennsylvania Choice #1 C Expt2,3 Pennsylvania Choice #1 C Expt2,3 Pennsylvania Choice #1 C Expt2,Choice.Pennsylvania
82,3,Pennsylvania,Choice,#1,Lactobacillus,C,Expt2,380,3 Pennsylvania Choice #1 C Expt2,3 Pennsylvania Choice #1 C Expt2,3 Pennsylvania Choice #1 C Expt2,Choice.Pennsylvania
52,3,Pennsylvania,Choice,#2,Acetobacter,C,Expt2,381,3 Pennsylvania Choice #2 C Expt2,3 Pennsylvania Choice #2 C Expt2,3 Pennsylvania Choice #2 C Expt2,Choice.Pennsylvania
53,3,Pennsylvania,Choice,#2,Lactobacillus,C,Expt2,382,3 Pennsylvania Choice #2 C Expt2,3 Pennsylvania Choice #2 C Expt2,3 Pennsylvania Choice #2 C Expt2,Choice.Pennsylvania
153,3,Pennsylvania,Control,#1,Acetobacter,A,Expt2,383,3 Pennsylvania Control #1 A Expt2,3 Pennsylvania Control #1 A Expt2,3 Pennsylvania Control #1 A Expt2,Control.Pennsylvania
132,3,Pennsylvania,Control,#1,Lactobacillus,A,Expt2,384,3 Pennsylvania Control #1 A Expt2,3 Pennsylvania Control #1 A Expt2,3 Pennsylvania Control #1 A Expt2,Control.Pennsylvania
244,3,Pennsylvania,Control,#2,Acetobacter,A,Expt2,385,3 Pennsylvania Control #2 A Expt2,3 Pennsylvania Control #2 A Expt2,3 Pennsylvania Control #2 A Expt2,Control.Pennsylvania
145,3,Pennsylvania,Control,#2,Lactobacillus,A,Expt2,386,3 Pennsylvania Control #2 A Expt2,3 Pennsylvania Control #2 A Expt2,3 Pennsylvania Control #2 A Expt2,Control.Pennsylvania
26,3,Pennsylvania,Control,#1,Acetobacter,B,Expt2,387,3 Pennsylvania Control #1 B Expt2,3 Pennsylvania Control #1 B Expt2,3 Pennsylvania Control #1 B Expt2,Control.Pennsylvania
19,3,Pennsylvania,Control,#1,Lactobacillus,B,Expt2,388,3 Pennsylvania Control #1 B Expt2,3 Pennsylvania Control #1 B Expt2,3 Pennsylvania Control #1 B Expt2,Control.Pennsylvania
5,3,Pennsylvania,Control,#2,Acetobacter,B,Expt2,389,3 Pennsylvania Control #2 B Expt2,3 Pennsylvania Control #2 B Expt2,3 Pennsylvania Control #2 B Expt2,Control.Pennsylvania
9,3,Pennsylvania,Control,#2,Lactobacillus,B,Expt2,390,3 Pennsylvania Control #2 B Expt2,3 Pennsylvania Control #2 B Expt2,3 Pennsylvania Control #2 B Expt2,Control.Pennsylvania
21,3,Pennsylvania,Control,#3,Acetobacter,B,Expt2,391,3 Pennsylvania Control #3 B Expt2,3 Pennsylvania Control #3 B Expt2,3 Pennsylvania Control #3 B Expt2,Control.Pennsylvania
16,3,Pennsylvania,Control,#3,Lactobacillus,B,Expt2,392,3 Pennsylvania Control #3 B Expt2,3 Pennsylvania Control #3 B Expt2,3 Pennsylvania Control #3 B Expt2,Control.Pennsylvania
122,3,Pennsylvania,Control,#1,Acetobacter,C,Expt2,393,3 Pennsylvania Control #1 C Expt2,3 Pennsylvania Control #1 C Expt2,3 Pennsylvania Control #1 C Expt2,Control.Pennsylvania
82,3,Pennsylvania,Control,#1,Lactobacillus,C,Expt2,394,3 Pennsylvania Control #1 C Expt2,3 Pennsylvania Control #1 C Expt2,3 Pennsylvania Control #1 C Expt2,Control.Pennsylvania
33,3,Pennsylvania,Control,#2,Acetobacter,C,Expt2,395,3 Pennsylvania Control #2 C Expt2,3 Pennsylvania Control #2 C Expt2,3 Pennsylvania Control #2 C Expt2,Control.Pennsylvania
55,3,Pennsylvania,Control,#2,Lactobacillus,C,Expt2,396,3 Pennsylvania Control #2 C Expt2,3 Pennsylvania Control #2 C Expt2,3 Pennsylvania Control #2 C Expt2,Control.Pennsylvania
