Position,code,Geography,Humidity,vialnum,Sex,PLATE,cfuA,cfuL,starved,exp,repexp,latitude,percL
B11,E-B-7-M,E,B,7,M,plates6,19200,19200,Y,B,E-B-7-MB,8,0.5
B12,B-C-8-M,B,C,8,M,plates6,14400,22400,Y,B,B-C-8-MB,7,0.608695652
C1,B-C-7-M,B,C,7,M,plates6,1200,1000,Y,B,B-C-7-MB,7,0.454545455
C2,E-C-7-M,E,C,7,M,plates6,1000,1800,Y,B,E-C-7-MB,8,0.642857143
C3,V-B-6-M,V,B,6,M,plates6,200,175,Y,B,V-B-6-MB,1,0.466666667
C4,V-B-8-M,V,B,8,M,plates6,125,125,Y,B,V-B-8-MB,1,0.5
C8,P-C-7-F,PA,C,7,F,plates6,1600,2800,Y,B,P-C-7-FB,3,0.636363636
C9,V-C-8-F,V,C,8,F,plates6,28800,28800,Y,B,V-C-8-FB,1,0.5
C10,V-C-6-F,V,C,6,F,plates6,14400,14400,Y,B,V-C-6-FB,1,0.5
C11,E-B-7-F,E,B,7,F,plates6,9600,17600,Y,B,E-B-7-FB,8,0.647058824
C12,B-C-8-F,B,C,8,F,plates6,9600,9600,Y,B,B-C-8-FB,7,0.5
D1,B-C-7-M,B,C,7,M,plates6,16000,9600,Y,B,B-C-7-MB,7,0.375
D2,E-C-7-M,E,C,7,M,plates6,1000,3000,Y,B,E-C-7-MB,8,0.75
D3,V-B-6-M,V,B,6,M,plates6,200,275,Y,B,V-B-6-MB,1,0.578947368
D4,V-B-8-M,V,B,8,M,plates6,75,225,Y,B,V-B-8-MB,1,0.75
D5,PA-A-7-M,PA,A,7,M,plates6,75,150,Y,B,PA-A-7-MB,3,0.666666667
D8,P-C-7-F,PA,C,7,F,plates6,9600,25600,Y,B,P-C-7-FB,3,0.727272727
D9,V-C-8-F,V,C,8,F,plates6,6400,11200,Y,B,V-C-8-FB,1,0.636363636
D10,V-C-6-F,V,C,6,F,plates6,102400,102400,Y,B,V-C-6-FB,1,0.5
D11,E-B-7-F,E,B,7,F,plates6,102400,64000,Y,B,E-B-7-FB,8,0.384615385
D12,B-C-8-F,B,C,8,F,plates6,24000,25600,Y,B,B-C-8-FB,7,0.516129032
E2,E-C-7-F,E,C,7,F,plates6,8000,9600,Y,B,E-C-7-FB,8,0.545454545
E3,E-C-8-F,E,C,8,F,plates6,2800,2800,Y,B,E-C-8-FB,8,0.5
E4,V-B-7-F,V,B,7,F,plates6,1400,2200,Y,B,V-B-7-FB,1,0.611111111
E5,PA-A-6-F,PA,A,6,F,plates6,4800,9600,Y,B,PA-A-6-FB,3,0.666666667
E8,P-C-8-M,PA,C,8,M,plates6,4800,4800,Y,B,P-C-8-MB,3,0.5
E9,P-C-6-M,PA,C,6,M,plates6,8000,11200,Y,B,P-C-6-MB,3,0.583333333
E10,V-C-7-M,V,C,7,M,plates6,0,11200,Y,B,V-C-7-MB,1,1
E11,E-B-8-M,E,B,8,M,plates6,102400,64000,Y,B,E-B-8-MB,8,0.384615385
E12,E-B-6-M,E,B,6,M,plates6,800,3000,Y,B,E-B-6-MB,8,0.789473684
F1,B-C-6-F,B,C,6,F,plates6,1800,3600,Y,B,B-C-6-FB,7,0.666666667
F2,E-C-6-F,E,C,6,F,plates6,6400,11200,Y,B,E-C-6-FB,8,0.636363636
F3,E-C-8-F,E,C,8,F,plates6,24000,27200,Y,B,E-C-8-FB,8,0.53125
F4,V-B-7-F,V,B,7,F,plates6,1200,3800,Y,B,V-B-7-FB,1,0.76
F5,PA-A-6-F,PA,A,6,F,plates6,6400,12800,Y,B,PA-A-6-FB,3,0.666666667
F6,PA-A-8-F,PA,A,8,F,plates6,4800,9600,Y,B,PA-A-8-FB,3,0.666666667
F9,P-C-6-M,PA,C,6,M,plates6,12800,28800,Y,B,P-C-6-MB,3,0.692307692
F10,V-C-7-M,V,C,7,M,plates6,1000,5200,Y,B,V-C-7-MB,1,0.838709677
F11,E-B-8-M,E,B,8,M,plates6,16000,35200,Y,B,E-B-8-MB,8,0.6875
G1,B-C-6-M,B,C,6,M,plates6,6400,6400,Y,B,B-C-6-MB,7,0.5
G2,E-C-6-M,E,C,6,M,plates6,100,225,Y,B,E-C-6-MB,8,0.692307692
G3,E-C-8-M,E,C,8,M,plates6,11200,6400,Y,B,E-C-8-MB,8,0.363636364
G4,V-B-7-M,V,B,7,M,plates6,3200,1000,Y,B,V-B-7-MB,1,0.238095238
G5,PA-A-6-M,PA,A,6,M,plates6,0,2000,Y,B,PA-A-6-MB,3,1
G6,PA-A-8-M,PA,A,8,M,plates6,4000,4000,Y,B,PA-A-8-MB,3,0.5
G8,P-C-8-F,PA,C,8,F,plates6,1800,1400,Y,B,P-C-8-FB,3,0.4375
G9,P-C-6-F,PA,C,6,F,plates6,600,3800,Y,B,P-C-6-FB,3,0.863636364
G10,V-C-7-F,V,C,7,F,plates6,14400,25600,Y,B,V-C-7-FB,1,0.64
G11,E-B-8-F,E,B,8,F,plates6,128000,102400,Y,B,E-B-8-FB,8,0.444444444
G12,E-B-6-F,E,B,6,F,plates6,125,275,Y,B,E-B-6-FB,8,0.6875
H1,B-C-6-M,B,C,6,M,plates6,1000,2200,Y,B,B-C-6-MB,7,0.6875
H2,E-C-6-M,E,C,6,M,plates6,1600,2400,Y,B,E-C-6-MB,8,0.6
H3,E-C-8-M,E,C,8,M,plates6,8000,12800,Y,B,E-C-8-MB,8,0.615384615
H4,V-B-7-M,V,B,7,M,plates6,4800,11200,Y,B,V-B-7-MB,1,0.7
H5,PA-A-6-M,PA,A,6,M,plates6,1000,1200,Y,B,PA-A-6-MB,3,0.545454545
H6,PA-A-8-M,PA,A,8,M,plates6,11200,16000,Y,B,PA-A-8-MB,3,0.588235294
H8,P-C-8-F,PA,C,8,F,plates6,0,2400,Y,B,P-C-8-FB,3,1
H9,P-C-6-F,PA,C,6,F,plates6,3000,1800,Y,B,P-C-6-FB,3,0.375
H10,V-C-7-F,V,C,7,F,plates6,1000,2600,Y,B,V-C-7-FB,1,0.722222222
H11,E-B-8-F,E,B,8,F,plates6,6400,16000,Y,B,E-B-8-FB,8,0.714285714
H12,E-B-6-F,E,B,6,F,plates6,6400,12800,Y,B,E-B-6-FB,8,0.666666667
A3,P-C-11-M,PA,C,11,M,plates7,1600,24000,Y,C,P-C-11-MC,3,0.9375
A4,B-C-11-F,B,C,11,F,plates7,11200,20800,Y,C,B-C-11-FC,7,0.65
A5,E-C-12-F,E,C,12,F,plates7,4800,20800,Y,C,E-C-12-FC,8,0.8125
A7,H-A-11-F,H,A,11,F,plates7,8000,22400,Y,C,H-A-11-FC,5,0.736842105
A8,L-C-12-F,L,C,12,F,plates7,1000,1400,Y,C,L-C-12-FC,4,0.583333333
A9,V-C-11-F,V,C,11,F,plates7,4800,6400,Y,C,V-C-11-FC,1,0.571428571
A10,V-B-11-M,V,B,11,M,plates7,38400,140800,Y,C,V-B-11-MC,1,0.785714286
B3,P-C-11-M,PA,C,11,M,plates7,6400,25600,Y,C,P-C-11-MC,3,0.8
B4,B-C-11-F,B,C,11,F,plates7,8000,16000,Y,C,B-C-11-FC,7,0.666666667
B6,E-C-11-M,E,C,11,M,plates7,11200,20800,Y,C,E-C-11-MC,8,0.65
B7,H-A-12-M,H,A,12,M,plates7,25600,204800,Y,C,H-A-12-MC,5,0.888888889
B8,L-C-12-F,L,C,12,F,plates7,140800,217600,Y,C,L-C-12-FC,4,0.607142857
B9,V-C-11-F,V,C,11,F,plates7,6400,16000,Y,C,V-C-11-FC,1,0.714285714
B10,V-B-11-M,V,B,11,M,plates7,8000,8000,Y,C,V-B-11-MC,1,0.5
C3,P-C-11-F,PA,C,11,F,plates7,1200,3600,Y,C,P-C-11-FC,3,0.75
C4,B-C-11-F,B,C,11,F,plates7,6400,11200,Y,C,B-C-11-FC,7,0.636363636
C6,E-C-11-M,E,C,11,M,plates7,4800,20800,Y,C,E-C-11-MC,8,0.8125
C7,H-A-12-M,H,A,12,M,plates7,8000,30400,Y,C,H-A-12-MC,5,0.791666667
C9,L-C-11-M,L,C,11,M,plates7,200,400,Y,C,L-C-11-MC,4,0.666666667
C10,V-B-11-M,V,B,11,M,plates7,0,9600,Y,C,V-B-11-MC,1,1
C11,V-A-11-M,V,A,11,M,plates7,8000,11200,Y,C,V-A-11-MC,1,0.583333333
D3,P-C-11-F,PA,C,11,F,plates7,1600,12800,Y,C,P-C-11-FC,3,0.888888889
D4,B-C-12-M,B,C,12,M,plates7,0,9600,Y,C,B-C-12-MC,7,1
D6,E-C-11-F,E,C,11,F,plates7,6400,12800,Y,C,E-C-11-FC,8,0.666666667
D7,H-A-12-F,H,A,12,F,plates7,12800,38400,Y,C,H-A-12-FC,5,0.75
D9,L-C-11-M,L,C,11,M,plates7,12800,64000,Y,C,L-C-11-MC,4,0.833333333
D10,V-C-11-M,V,C,11,M,plates7,25600,76800,Y,C,V-C-11-MC,1,0.75
D11,V-A-11-M,V,A,11,M,plates7,4800,17600,Y,C,V-A-11-MC,1,0.785714286
E3,P-C-12-M,PA,C,12,M,plates7,800,1600,Y,C,P-C-12-MC,3,0.666666667
E4,B-C-12-M,B,C,12,M,plates7,800,1800,Y,C,B-C-12-MC,7,0.692307692
E6,E-C-11-F,E,C,11,F,plates7,3200,11200,Y,C,E-C-11-FC,8,0.777777778
E7,H-A-12-F,H,A,12,F,plates7,25600,153600,Y,C,H-A-12-FC,5,0.857142857
E9,L-C-11-F,L,C,11,F,plates7,51200,64000,Y,C,L-C-11-FC,4,0.555555556
E10,V-C-11-M,V,C,11,M,plates7,64000,25600,Y,C,V-C-11-MC,1,0.285714286
E11,V-B-11-F,V,B,11,F,plates7,12800,76800,Y,C,V-B-11-FC,1,0.857142857
F3,P-C-12-F,PA,C,12,F,plates7,6400,14400,Y,C,P-C-12-FC,3,0.692307692
F4,B-C-12-M,B,C,12,M,plates7,4800,25600,Y,C,B-C-12-MC,7,0.842105263
F5,B-C-11-M,B,C,11,M,plates7,3200,11200,Y,C,B-C-11-MC,7,0.777777778
F6,E-C-12-M,E,C,12,M,plates7,3200,16000,Y,C,E-C-12-MC,8,0.833333333
F8,H-A-11-M,H,A,11,M,plates7,1200,2000,Y,C,H-A-11-MC,5,0.625
F9,L-C-11-F,L,C,11,F,plates7,51200,140800,Y,C,L-C-11-FC,4,0.733333333
F10,V-C-11-M,V,C,11,M,plates7,3200,8000,Y,C,V-C-11-MC,1,0.714285714
F11,V-B-11-M,V,B,11,M,plates7,8000,1600,Y,C,V-B-11-MC,1,0.166666667
G3,P-C-12-F,PA,C,12,F,plates7,400,1000,Y,C,P-C-12-FC,3,0.714285714
G4,B-C-12-F,B,C,12,F,plates7,3200,11200,Y,C,B-C-12-FC,7,0.777777778
G5,B-C-11-M,B,C,11,M,plates7,800,2600,Y,C,B-C-11-MC,7,0.764705882
G6,E-C-12-M,E,C,12,M,plates7,1000,2600,Y,C,E-C-12-MC,8,0.722222222
G10,V-C-11-M,V,C,11,M,plates7,0,3200,Y,C,V-C-11-MC,1,1
G11,V-B-11-F,V,B,11,F,plates7,6400,8000,Y,C,V-B-11-FC,1,0.555555556
H4,B-C-12-F,B,C,12,F,plates7,200,1800,Y,C,B-C-12-FC,7,0.9
H5,B-C-11-M,B,C,11,M,plates7,0,3200,Y,C,B-C-11-MC,7,1
H6,E-C-12-F,E,C,12,F,plates7,1600,8000,Y,C,E-C-12-FC,8,0.833333333
H8,H-A-11-F,H,A,11,F,plates7,3200,11200,Y,C,H-A-11-FC,5,0.777777778
H9,L-C-12-M,L,C,12,M,plates7,11200,14400,Y,C,L-C-12-MC,4,0.5625
H10,V-C-11-M,V,C,11,M,plates7,9600,8000,Y,C,V-C-11-MC,1,0.454545455
H11,V-B-11-M,V,B,11,M,plates7,38400,102400,Y,C,V-B-11-MC,1,0.727272727
A2,PA-B-11-F,PA,B,11,F,plates8,1200,3000,Y,C,PA-B-11-FC,3,0.714285714
A3,B-B-12-M,B,B,12,M,plates8,600,3000,Y,C,B-B-12-MC,7,0.833333333
A4,B-B-11-M,B,B,11,M,plates8,4800,4800,Y,C,B-B-11-MC,7,0.5
A5,E-A-12-M,E,A,12,M,plates8,9600,6400,Y,C,E-A-12-MC,8,0.4
A7,H-B-11-M,H,B,11,M,plates8,3200,11200,Y,C,H-B-11-MC,5,0.777777778
A8,L-A-12-M,L,A,12,M,plates8,12800,38400,Y,C,L-A-12-MC,4,0.75
A9,M-C-12-M,M,C,12,M,plates8,3200,9600,Y,C,M-C-12-MC,2,0.75
A10,M-B-12-M,M,B,12,M,plates8,800,2400,Y,C,M-B-12-MC,2,0.75
A12,M-A-11-M,M,A,11,M,plates8,38400,25600,Y,C,M-A-11-MC,2,0.4
B2,PA-B-11-F,PA,B,11,F,plates8,1400,3200,Y,C,PA-B-11-FC,3,0.695652174
B3,B-B-12-F,B,B,12,F,plates8,1200,2000,Y,C,B-B-12-FC,7,0.625
B4,B-B-11-M,B,B,11,M,plates8,1400,2200,Y,C,B-B-11-MC,7,0.611111111
B5,E-A-12-M,E,A,12,M,plates8,38400,38400,Y,C,E-A-12-MC,8,0.5
B7,H-B-11-M,H,B,11,M,plates8,1600,9600,Y,C,H-B-11-MC,5,0.857142857
B8,L-A-12-M,L,A,12,M,plates8,1600,6400,Y,C,L-A-12-MC,4,0.8
B9,M-C-12-M,M,C,12,M,plates8,0,4800,Y,C,M-C-12-MC,2,1
B10,M-B-12-M,M,B,12,M,plates8,1600,3200,Y,C,M-B-12-MC,2,0.666666667
B12,M-A-11-M,M,A,11,M,plates8,51200,51200,Y,C,M-A-11-MC,2,0.5
C2,PA-B-12-M,PA,B,12,M,plates8,16000,9600,Y,C,PA-B-12-MC,3,0.375
C3,B-B-12-F,B,B,12,F,plates8,4800,4800,Y,C,B-B-12-FC,7,0.5
C4,B-B-11-M,B,B,11,M,plates8,0,1600,Y,C,B-B-11-MC,7,1
C5,E-A-12-F,E,A,12,F,plates8,12800,38400,Y,C,E-A-12-FC,8,0.75
C7,H-B-11-F,H,B,11,F,plates8,12800,12800,Y,C,H-B-11-FC,5,0.5
C8,L-A-12-F,L,A,12,F,plates8,200,1400,Y,C,L-A-12-FC,4,0.875
C9,M-C-12-F,M,C,12,F,plates8,51200,38400,Y,C,M-C-12-FC,2,0.428571429
C10,M-B-12-F,M,B,12,F,plates8,800,2000,Y,C,M-B-12-FC,2,0.714285714
C12,M-A-11-F,M,A,11,F,plates8,38400,38400,Y,C,M-A-11-FC,2,0.5
D2,PA-B-12-M,PA,B,12,M,plates8,4800,6400,Y,C,PA-B-12-MC,3,0.571428571
D3,B-B-12-F,B,B,12,F,plates8,4800,4800,Y,C,B-B-12-FC,7,0.5
D4,B-B-11-F,B,B,11,F,plates8,800,2200,Y,C,B-B-11-FC,7,0.733333333
D5,E-A-12-F,E,A,12,F,plates8,0,75,Y,C,E-A-12-FC,8,1
D7,H-B-11-F,H,B,11,F,plates8,200,2400,Y,C,H-B-11-FC,5,0.923076923
D8,L-A-12-F,L,A,12,F,plates8,800,800,Y,C,L-A-12-FC,4,0.5
D9,M-C-12-F,M,C,12,F,plates8,204800,51200,Y,C,M-C-12-FC,2,0.2
D10,M-B-12-F,M,B,12,F,plates8,1600,3200,Y,C,M-B-12-FC,2,0.666666667
D12,M-A-11-F,M,A,11,F,plates8,38400,76800,Y,C,M-A-11-FC,2,0.666666667
E2,PA-B-12-M,PA,B,12,M,plates8,8000,19200,Y,C,PA-B-12-MC,3,0.705882353
E3,PA-B-11-M,PA,B,11,M,plates8,600,1800,Y,C,PA-B-11-MC,3,0.75
E4,B-B-11-F,B,B,11,F,plates8,4800,4800,Y,C,B-B-11-FC,7,0.5
E6,E-A-11-M,E,A,11,M,plates8,200,600,Y,C,E-A-11-MC,8,0.75
E7,H-B-12-M,H,B,12,M,plates8,0,6400,Y,C,H-B-12-MC,5,1
E9,L-A-11-M,L,A,11,M,plates8,0,3200,Y,C,L-A-11-MC,4,1
E10,M-C-11-M,M,C,11,M,plates8,1600,16000,Y,C,M-C-11-MC,2,0.909090909
E11,M-B-11-M,M,B,11,M,plates8,38400,76800,Y,C,M-B-11-MC,2,0.666666667
E12,M-A-12-M,M,A,12,M,plates8,0,9600,Y,C,M-A-12-MC,2,1
F2,PA-B-12-F,PA,B,12,F,plates8,100,150,Y,C,PA-B-12-FC,3,0.6
F3,PA-B-11-M,PA,B,11,M,plates8,600,2400,Y,C,PA-B-11-MC,3,0.8
F4,B-B-11-F,B,B,11,F,plates8,600,1800,Y,C,B-B-11-FC,7,0.75
F6,E-A-11-M,E,A,11,M,plates8,1000,600,Y,C,E-A-11-MC,8,0.375
F7,H-B-12-M,H,B,12,M,plates8,12800,9600,Y,C,H-B-12-MC,5,0.428571429
F9,L-A-11-M,L,A,11,M,plates8,3200,14400,Y,C,L-A-11-MC,4,0.818181818
F10,M-C-11-M,M,C,11,M,plates8,0,1400,Y,C,M-C-11-MC,2,1
F11,M-B-11-M,M,B,11,M,plates8,1600,12800,Y,C,M-B-11-MC,2,0.888888889
F12,M-A-12-M,M,A,12,M,plates8,9600,17600,Y,C,M-A-12-MC,2,0.647058824
G3,PA-B-11-M,PA,B,11,M,plates8,400,2200,Y,C,PA-B-11-MC,3,0.846153846
G4,B-B-12-M,B,B,12,M,plates8,6400,16000,Y,C,B-B-12-MC,7,0.714285714
G6,E-A-11-F,E,A,11,F,plates8,1000,600,Y,C,E-A-11-FC,8,0.375
G7,H-B-12-F,H,B,12,F,plates8,6400,9600,Y,C,H-B-12-FC,5,0.6
G9,L-A-11-F,L,A,11,F,plates8,9600,8000,Y,C,L-A-11-FC,4,0.454545455
G10,M-C-11-F,M,C,11,F,plates8,600,1200,Y,C,M-C-11-FC,2,0.666666667
G11,M-B-11-F,M,B,11,F,plates8,76800,76800,Y,C,M-B-11-FC,2,0.5
G12,M-A-12-F,M,A,12,F,plates8,1000,800,Y,C,M-A-12-FC,2,0.444444444
H3,PA-B-11-F,PA,B,11,F,plates8,0,800,Y,C,PA-B-11-FC,3,1
H4,B-B-12-M,B,B,12,M,plates8,1600,16000,Y,C,B-B-12-MC,7,0.909090909
H6,E-A-11-F,E,A,11,F,plates8,1600,4800,Y,C,E-A-11-FC,8,0.75
H7,H-B-12-F,H,B,12,F,plates8,0,76800,Y,C,H-B-12-FC,5,1
H9,L-A-11-F,L,A,11,F,plates8,3200,6400,Y,C,L-A-11-FC,4,0.666666667
H10,M-C-11-F,M,C,11,F,plates8,3200,14400,Y,C,M-C-11-FC,2,0.818181818
H11,M-B-11-F,M,B,11,F,plates8,3200,4800,Y,C,M-B-11-FC,2,0.6
H12,M-A-12-F,M,A,12,F,plates8,0,4800,Y,C,M-A-12-FC,2,1
A5,PA-A-11-M,PA,A,11,M,plates9,1200,1600,Y,C,PA-A-11-MC,3,0.571428571
A6,PA-A-11-M,PA,A,11,M,plates9,1000,3800,Y,C,PA-A-11-MC,3,0.791666667
A7,B-A-11-F,B,A,11,F,plates9,1600,1200,Y,C,B-A-11-FC,7,0.428571429
A9,E-B-11-M,E,B,11,M,plates9,600,500,Y,C,E-B-11-MC,8,0.454545455
A10,H-C-12-M,H,C,12,M,plates9,6400,12800,Y,C,H-C-12-MC,5,0.666666667
A12,L-B-12-M,L,B,12,M,plates9,0,22400,Y,C,L-B-12-MC,4,1
B5,PA-A-11-F,PA,A,11,F,plates9,125,175,Y,C,PA-A-11-FC,3,0.583333333
B7,B-A-11-F,B,A,11,F,plates9,225,225,Y,C,B-A-11-FC,7,0.5
B9,E-B-11-M,E,B,11,M,plates9,25,75,Y,C,E-B-11-MC,8,0.75
B10,H-C-12-M,H,C,12,M,plates9,200,2400,Y,C,H-C-12-MC,5,0.923076923
B12,L-B-12-M,L,B,12,M,plates9,4800,14400,Y,C,L-B-12-MC,4,0.75
C5,PA-A-11-F,PA,A,11,F,plates9,400,2400,Y,C,PA-A-11-FC,3,0.857142857
C7,B-A-12-M,B,A,12,M,plates9,9600,9600,Y,C,B-A-12-MC,7,0.5
C9,E-B-11-F,E,B,11,F,plates9,14400,8000,Y,C,E-B-11-FC,8,0.357142857
C10,H-C-12-F,H,C,12,F,plates9,600,1800,Y,C,H-C-12-FC,5,0.75
C12,L-B-12-M,L,B,12,M,plates9,11200,3200,Y,C,L-B-12-MC,4,0.222222222
D6,PA-A-12-F,PA,A,12,F,plates9,1600,11200,Y,C,PA-A-12-FC,3,0.875
D7,B-A-12-M,B,A,12,M,plates9,0,6400,Y,C,B-A-12-MC,7,1
D9,E-B-11-F,E,B,11,F,plates9,32000,8000,Y,C,E-B-11-FC,8,0.2
D10,H-C-12-F,H,C,12,F,plates9,600,1400,Y,C,H-C-12-FC,5,0.7
D12,L-B-12-F,L,B,12,F,plates9,1000,200,Y,C,L-B-12-FC,4,0.166666667
E6,PA-A-12-F,PA,A,12,F,plates9,0,125,Y,C,PA-A-12-FC,3,1
E7,B-A-12-M,B,A,12,M,plates9,4800,6400,Y,C,B-A-12-MC,7,0.571428571
E8,B-A-11-M,B,A,11,M,plates9,75,75,Y,C,B-A-11-MC,7,0.5
E9,E-B-12-M,E,B,12,M,plates9,19200,16000,Y,C,E-B-12-MC,8,0.454545455
E11,H-C-11-M,H,C,11,M,plates9,2000,3800,Y,C,H-C-11-MC,5,0.655172414
E12,L-B-12-F,L,B,12,F,plates9,800,2400,Y,C,L-B-12-FC,4,0.75
F6,PA-A-12-F,PA,A,12,F,plates9,50,75,Y,C,PA-A-12-FC,3,0.6
F7,B-A-12-F,B,A,12,F,plates9,100,100,Y,C,B-A-12-FC,7,0.5
F8,B-A-11-M,B,A,11,M,plates9,4800,6400,Y,C,B-A-11-MC,7,0.571428571
F9,E-B-12-M,E,B,12,M,plates9,4400,1400,Y,C,E-B-12-MC,8,0.24137931
F11,H-C-11-M,H,C,11,M,plates9,200,3200,Y,C,H-C-11-MC,5,0.941176471
F12,L-B-12-F,L,B,12,F,plates9,1400,1000,Y,C,L-B-12-FC,4,0.416666667
G6,PA-A-11-M,PA,A,11,M,plates9,400,1800,Y,C,PA-A-11-MC,3,0.818181818
G7,B-A-12-F,B,A,12,F,plates9,1200,1200,Y,C,B-A-12-FC,7,0.5
G8,B-A-11-M,B,A,11,M,plates9,400,1000,Y,C,B-A-11-MC,7,0.714285714
G9,E-B-12-F,E,B,12,F,plates9,1600,1000,Y,C,E-B-12-FC,8,0.384615385
G11,H-C-11-F,H,C,11,F,plates9,1400,3800,Y,C,H-C-11-FC,5,0.730769231
H6,PA-A-11-M,PA,A,11,M,plates9,1000,2800,Y,C,PA-A-11-MC,3,0.736842105
H7,B-A-12-F,B,A,12,F,plates9,150,175,Y,C,B-A-12-FC,7,0.538461538
H8,B-A-11-F,B,A,11,F,plates9,1800,2800,Y,C,B-A-11-FC,7,0.608695652
H9,E-B-12-F,E,B,12,F,plates9,2000,1200,Y,C,E-B-12-FC,8,0.375
H11,H-C-11-F,H,C,11,F,plates9,1000,4600,Y,C,H-C-11-FC,5,0.821428571
