Position,code,Geography,Humidity,vialnum,Sex,PLATE,cfuA,cfuL,starved,exp,repexp,latitude,percL
G8,E-C-12-F,E,C,12,F,plate8,19200,22400,N,C,E-C-12-FC,8,0.538461538
G9,B-C-11-M,B,C,11,M,plate8,19200,14400,N,C,B-C-11-MC,7,0.428571429
G10,B-C-12-F,B,C,12,F,plate8,9600,16000,N,C,B-C-12-FC,7,0.625
H2,V-B-11-M,V,B,11,M,plate8,4800,4800,N,C,V-B-11-MC,1,0.5
H3,V-C-11-M,V,C,11,M,plate8,11200,9600,N,C,V-C-11-MC,1,0.461538462
H4,V-C-11-F,V,C,11,F,plate8,8000,3200,N,C,V-C-11-FC,1,0.285714286
H5,L-C-12-F,L,C,12,F,plate8,1000,2200,N,C,L-C-12-FC,4,0.6875
H6,H-A-11-F,H,A,11,F,plate8,600,2400,N,C,H-A-11-FC,5,0.8
H8,E-C-12-F,E,C,12,F,plate8,9600,6400,N,C,E-C-12-FC,8,0.4
H9,B-C-11-F,B,C,11,F,plate8,22400,4800,N,C,B-C-11-FC,7,0.176470588
H10,B-C-12-F,B,C,12,F,plate8,12800,4800,N,C,B-C-12-FC,7,0.272727273
H11,P-C-12-M,PA,C,12,M,plate8,1600,19200,N,C,P-C-12-MC,3,0.923076923
A1,M-A-11-M,M,A,11,M,plate9,1200,2200,N,C,M-A-11-MC,2,0.647058824
A3,M-B-12-M,M,B,12,M,plate9,3200,22400,N,C,M-B-12-MC,2,0.875
A5,L-A-12-M,L,A,12,M,plate9,8000,16000,N,C,L-A-12-MC,4,0.666666667
A6,H-B-11-M,H,B,11,M,plate9,17600,32000,N,C,H-B-11-MC,5,0.64516129
A8,E-A-12-M,E,A,12,M,plate9,11200,25600,N,C,E-A-12-MC,8,0.695652174
A9,B-B-11-M,B,B,11,M,plate9,22400,44800,N,C,B-B-11-MC,7,0.666666667
A10,B-B-12-M,B,B,12,M,plate9,76800,115200,N,C,B-B-12-MC,7,0.6
A11,PA-B-11-F,PA,B,11,F,plate9,400,3200,N,C,PA-B-11-FC,3,0.888888889
A12,D-A-11-M,D,A,11,M,plate9,1600,4600,N,C,D-A-11-MC,6,0.741935484
B1,M-A-11-M,M,A,11,M,plate9,27200,48000,N,C,M-A-11-MC,2,0.638297872
B3,M-B-12-M,M,B,12,M,plate9,400,200,N,C,M-B-12-MC,2,0.333333333
B4,M-C-12-M,M,C,12,M,plate9,38400,115200,N,C,M-C-12-MC,2,0.75
B5,L-A-12-M,L,A,12,M,plate9,3200,6400,N,C,L-A-12-MC,4,0.666666667
B6,H-B-11-M,H,B,11,M,plate9,64000,89600,N,C,H-B-11-MC,5,0.583333333
B8,E-A-12-M,E,A,12,M,plate9,115200,115200,N,C,E-A-12-MC,8,0.5
B9,B-B-11-M,B,B,11,M,plate9,3800,3200,N,C,B-B-11-MC,7,0.457142857
B10,B-B-12-F,B,B,12,F,plate9,24000,22400,N,C,B-B-12-FC,7,0.482758621
B11,PA-B-11-F,PA,B,11,F,plate9,6400,16000,N,C,PA-B-11-FC,3,0.714285714
B12,D-A-11-M,D,A,11,M,plate9,800,2000,N,C,D-A-11-MC,6,0.714285714
C1,M-A-11-F,M,A,11,F,plate9,800,4200,N,C,M-A-11-FC,2,0.84
C3,M-B-12-F,M,B,12,F,plate9,6400,22400,N,C,M-B-12-FC,2,0.777777778
C4,M-C-12-F,M,C,12,F,plate9,1600,3800,N,C,M-C-12-FC,2,0.703703704
C5,L-A-12-F,L,A,12,F,plate9,30400,38400,N,C,L-A-12-FC,4,0.558139535
C6,H-B-11-F,H,B,11,F,plate9,600,2000,N,C,H-B-11-FC,5,0.769230769
C8,E-A-12-F,E,A,12,F,plate9,11200,22400,N,C,E-A-12-FC,8,0.666666667
C9,B-B-11-M,B,B,11,M,plate9,12800,16000,N,C,B-B-11-MC,7,0.555555556
C10,B-B-12-F,B,B,12,F,plate9,11200,11200,N,C,B-B-12-FC,7,0.5
C11,PA-B-12-M,PA,B,12,M,plate9,400,2400,N,C,PA-B-12-MC,3,0.857142857
C12,D-A-11-M,D,A,11,M,plate9,600,1800,N,C,D-A-11-MC,6,0.75
D1,M-A-11-F,M,A,11,F,plate9,400,1200,N,C,M-A-11-FC,2,0.75
D3,M-B-12-F,M,B,12,F,plate9,600,2600,N,C,M-B-12-FC,2,0.8125
D4,M-C-12-F,M,C,12,F,plate9,6400,14400,N,C,M-C-12-FC,2,0.692307692
D5,L-A-12-F,L,A,12,F,plate9,16000,8000,N,C,L-A-12-FC,4,0.333333333
D8,E-A-12-F,E,A,12,F,plate9,140800,89600,N,C,E-A-12-FC,8,0.388888889
D9,B-B-11-F,B,B,11,F,plate9,9600,20800,N,C,B-B-11-FC,7,0.684210526
D10,B-B-12-F,B,B,12,F,plate9,1600,2800,N,C,B-B-12-FC,7,0.636363636
D11,PA-B-12-M,PA,B,12,M,plate9,3200,32000,N,C,PA-B-12-MC,3,0.909090909
D12,D-A-11-M,D,A,11,M,plate9,1600,4200,N,C,D-A-11-MC,6,0.724137931
E2,M-B-11-M,M,B,11,M,plate9,76800,25600,N,C,M-B-11-MC,2,0.25
E3,M-C-11-M,M,C,11,M,plate9,3200,9600,N,C,M-C-11-MC,2,0.75
E4,L-A-11-M,L,A,11,M,plate9,19200,28800,N,C,L-A-11-MC,4,0.6
E6,H-B-12-M,H,B,12,M,plate9,0,1800,N,C,H-B-12-MC,5,1
E7,E-A-11-M,E,A,11,M,plate9,6400,28800,N,C,E-A-11-MC,8,0.818181818
E9,B-B-11-F,B,B,11,F,plate9,8000,14400,N,C,B-B-11-FC,7,0.642857143
E10,PA-B-11-M,PA,B,11,M,plate9,8000,14400,N,C,PA-B-11-MC,3,0.642857143
E11,PA-B-12-M,PA,B,12,M,plate9,400,2800,N,C,PA-B-12-MC,3,0.875
E12,D-A-11-F,D,A,11,F,plate9,1000,1600,N,C,D-A-11-FC,6,0.615384615
F1,M-A-12-M,M,A,12,M,plate9,200,2400,N,C,M-A-12-MC,2,0.923076923
F2,M-B-11-M,M,B,11,M,plate9,6400,36800,N,C,M-B-11-MC,2,0.851851852
F3,M-C-11-M,M,C,11,M,plate9,1600,4800,N,C,M-C-11-MC,2,0.75
F4,L-A-11-M,L,A,11,M,plate9,11200,14400,N,C,L-A-11-MC,4,0.5625
F6,H-B-12-M,H,B,12,M,plate9,8000,20800,N,C,H-B-12-MC,5,0.722222222
F7,E-A-11-M,E,A,11,M,plate9,12800,51200,N,C,E-A-11-MC,8,0.8
F9,B-B-11-F,B,B,11,F,plate9,200,800,N,C,B-B-11-FC,7,0.8
F10,PA-B-11-M,PA,B,11,M,plate9,4800,6400,N,C,PA-B-11-MC,3,0.571428571
F11,PA-B-12-F,PA,B,12,F,plate9,9600,16000,N,C,PA-B-12-FC,3,0.625
F12,D-A-11-F,D,A,11,F,plate9,400,1000,N,C,D-A-11-FC,6,0.714285714
G1,M-A-12-F,M,A,12,F,plate9,8000,12800,N,C,M-A-12-FC,2,0.615384615
G2,M-B-11-F,M,B,11,F,plate9,8000,24000,N,C,M-B-11-FC,2,0.75
G3,M-C-11-F,M,C,11,F,plate9,400,800,N,C,M-C-11-FC,2,0.666666667
G4,L-A-11-F,L,A,11,F,plate9,600,2200,N,C,L-A-11-FC,4,0.785714286
G6,H-B-12-F,H,B,12,F,plate9,64000,140800,N,C,H-B-12-FC,5,0.6875
G7,E-A-11-F,E,A,11,F,plate9,0,600,N,C,E-A-11-FC,8,1
G9,B-B-12-M,B,B,12,M,plate9,12800,115200,N,C,B-B-12-MC,7,0.9
G10,PA-B-11-M,PA,B,11,M,plate9,51200,64000,N,C,PA-B-11-MC,3,0.555555556
G11,PA-B-12-F,PA,B,12,F,plate9,6400,9600,N,C,PA-B-12-FC,3,0.6
G12,D-A-11-F,D,A,11,F,plate9,4800,6400,N,C,D-A-11-FC,6,0.571428571
H1,M-A-12-F,M,A,12,F,plate9,14400,11200,N,C,M-A-12-FC,2,0.4375
H2,M-B-11-F,M,B,11,F,plate9,24000,24000,N,C,M-B-11-FC,2,0.5
H3,M-C-11-F,M,C,11,F,plate9,4800,14400,N,C,M-C-11-FC,2,0.75
H4,L-A-11-F,L,A,11,F,plate9,6400,4800,N,C,L-A-11-FC,4,0.428571429
H6,H-B-12-F,H,B,12,F,plate9,8000,30400,N,C,H-B-12-FC,5,0.791666667
H7,E-A-11-F,E,A,11,F,plate9,16000,22400,N,C,E-A-11-FC,8,0.583333333
H9,B-B-12-M,B,B,12,M,plate9,6400,11200,N,C,B-B-12-MC,7,0.636363636
H10,PA-B-11-F,PA,B,11,F,plate9,800,1600,N,C,PA-B-11-FC,3,0.666666667
H11,PA-B-12-F,PA,B,12,F,plate9,17600,44800,N,C,PA-B-12-FC,3,0.717948718
H12,D-A-11-F,D,A,11,F,plate9,9600,9600,N,C,D-A-11-FC,6,0.5
A1,L-B-12-M,L,B,12,M,plate10,9600,24000,N,C,L-B-12-MC,4,0.714285714
A3,H-C-12-M,H,C,12,M,plate10,6400,12800,N,C,H-C-12-MC,5,0.666666667
A4,E-B-11-M,E,B,11,M,plate10,153600,294400,N,C,E-B-11-MC,8,0.657142857
A6,B-A-11-F,B,A,11,F,plate10,11200,20800,N,C,B-A-11-FC,7,0.65
A7,PA-A-12-M,PA,A,12,M,plate10,25600,38400,N,C,PA-A-12-MC,3,0.6
A8,PA-A-11-M,PA,A,11,M,plate10,12800,12800,N,C,PA-A-11-MC,3,0.5
A9,D-C-11-M,D,C,11,M,plate10,8000,12800,N,C,D-C-11-MC,6,0.615384615
B1,L-B-12-M,L,B,12,M,plate10,4800,4800,N,C,L-B-12-MC,4,0.5
B3,H-C-12-M,H,C,12,M,plate10,8000,4800,N,C,H-C-12-MC,5,0.375
B4,E-B-11-M,E,B,11,M,plate10,64000,217600,N,C,E-B-11-MC,8,0.772727273
B6,B-A-11-F,B,A,11,F,plate10,64000,217600,N,C,B-A-11-FC,7,0.772727273
B7,PA-A-12-M,PA,A,12,M,plate10,600,800,N,C,PA-A-12-MC,3,0.571428571
B8,PA-A-11-F,PA,A,11,F,plate10,11200,0,N,C,PA-A-11-FC,3,0
B9,D-C-11-M,D,C,11,M,plate10,14400,16000,N,C,D-C-11-MC,6,0.526315789
C1,L-B-12-M,L,B,12,M,plate10,3200,14400,N,C,L-B-12-MC,4,0.818181818
C3,H-C-12-F,H,C,12,F,plate10,25600,51200,N,C,H-C-12-FC,5,0.666666667
C4,E-B-11-F,E,B,11,F,plate10,89600,256000,N,C,E-B-11-FC,8,0.740740741
C6,B-A-12-M,B,A,12,M,plate10,89600,102400,N,C,B-A-12-MC,7,0.533333333
C7,PA-A-11-M,PA,A,11,M,plate10,166400,102400,N,C,PA-A-11-MC,3,0.380952381
C8,PA-A-11-F,PA,A,11,F,plate10,76800,102400,N,C,PA-A-11-FC,3,0.571428571
C9,D-C-11-F,D,C,11,F,plate10,51200,12800,N,C,D-C-11-FC,6,0.2
D1,L-B-12-F,L,B,12,F,plate10,24000,32000,N,C,L-B-12-FC,4,0.571428571
D3,H-C-12-F,H,C,12,F,plate10,2200,2600,N,C,H-C-12-FC,5,0.541666667
D4,E-B-11-F,E,B,11,F,plate10,9600,24000,N,C,E-B-11-FC,8,0.714285714
D6,B-A-12-M,B,A,12,M,plate10,64000,166400,N,C,B-A-12-MC,7,0.722222222
D7,PA-A-12-F,PA,A,12,F,plate10,51200,76800,N,C,PA-A-12-FC,3,0.6
D8,PA-A-11-F,PA,A,11,F,plate10,4800,3200,N,C,PA-A-11-FC,3,0.4
D9,D-C-11-F,D,C,11,F,plate10,4800,12800,N,C,D-C-11-FC,6,0.727272727
E2,H-C-11-M,H,C,11,M,plate10,22400,38400,N,C,H-C-11-MC,5,0.631578947
E4,E-B-12-M,E,B,12,M,plate10,12800,20800,N,C,E-B-12-MC,8,0.619047619
E5,B-A-11-M,B,A,11,M,plate10,0,11200,N,C,B-A-11-MC,7,1
E6,B-A-12-M,B,A,12,M,plate10,115200,153600,N,C,B-A-12-MC,7,0.571428571
E7,PA-A-12-F,PA,A,12,F,plate10,8000,14400,N,C,PA-A-12-FC,3,0.642857143
E8,D-C-11-M,D,C,11,M,plate10,1600,4800,N,C,D-C-11-MC,6,0.75
E9,D-C-11-F,D,C,11,F,plate10,800,2200,N,C,D-C-11-FC,6,0.733333333
F1,L-B-12-F,L,B,12,F,plate10,9600,6400,N,C,L-B-12-FC,4,0.4
F2,H-C-11-M,H,C,11,M,plate10,89600,179200,N,C,H-C-11-MC,5,0.666666667
F4,E-B-12-M,E,B,12,M,plate10,4800,19200,N,C,E-B-12-MC,8,0.8
F5,B-A-11-M,B,A,11,M,plate10,4800,12800,N,C,B-A-11-MC,7,0.727272727
F6,B-A-12-F,B,A,12,F,plate10,16000,20800,N,C,B-A-12-FC,7,0.565217391
F7,PA-A-12-F,PA,A,12,F,plate10,400,2000,N,C,PA-A-12-FC,3,0.833333333
F8,D-C-11-M,D,C,11,M,plate10,3200,12800,N,C,D-C-11-MC,6,0.8
F9,D-C-11-F,D,C,11,F,plate10,6400,17600,N,C,D-C-11-FC,6,0.733333333
G2,H-C-11-F,H,C,11,F,plate10,0,3200,N,C,H-C-11-FC,5,1
G4,E-B-12-F,E,B,12,F,plate10,3200,3200,N,C,E-B-12-FC,8,0.5
G5,B-A-11-M,B,A,11,M,plate10,0,14400,N,C,B-A-11-MC,7,1
G6,B-A-12-F,B,A,12,F,plate10,0,9600,N,C,B-A-12-FC,7,1
G7,PA-A-11-M,PA,A,11,M,plate10,1600,20800,N,C,PA-A-11-MC,3,0.928571429
G8,D-C-11-M,D,C,11,M,plate10,0,6400,N,C,D-C-11-MC,6,1
G9,D-C-11-F,D,C,11,F,plate10,0,9600,N,C,D-C-11-FC,6,1
H2,H-C-11-F,H,C,11,F,plate10,11200,25600,N,C,H-C-11-FC,5,0.695652174
H4,E-B-12-F,E,B,12,F,plate10,14400,8000,N,C,E-B-12-FC,8,0.357142857
H5,B-A-11-F,B,A,11,F,plate10,1600,4800,N,C,B-A-11-FC,7,0.75
H6,B-A-12-F,B,A,12,F,plate10,3200,14400,N,C,B-A-12-FC,7,0.818181818
H7,PA-A-11-M,PA,A,11,M,plate10,3200,3200,N,C,PA-A-11-MC,3,0.5
H8,D-C-11-M,D,C,11,M,plate10,3200,19200,N,C,D-C-11-MC,6,0.857142857
A1,V-B-2-F,V,B,2,F,plates1,9600,22400,Y,A,V-B-2-FA,1,0.7
A2,V-B-2-M,V,B,2,M,plates1,102400,102400,Y,A,V-B-2-MA,1,0.5
A3,V-A-2-M,V,A,2,M,plates1,35200,32000,Y,A,V-A-2-MA,1,0.476190476
A4,E-C-4-M,E,C,4,M,plates1,2200,1600,Y,A,E-C-4-MA,8,0.421052632
A5,E-C-1-M,E,C,1,M,plates1,1000,1000,Y,A,E-C-1-MA,8,0.5
A6,D-C-1-M,D,C,1,M,plates1,0,12800,Y,A,D-C-1-MA,6,1
A7,E-B-4-M,E,B,4,M,plates1,600,600,Y,A,E-B-4-MA,8,0.5
A8,D-B-3-M,D,B,3,M,plates1,1600,6400,Y,A,D-B-3-MA,6,0.8
A9,D-B-1-M,D,B,1,M,plates1,6400,24000,Y,A,D-B-1-MA,6,0.789473684
A10,E-A-2-M,E,A,2,M,plates1,1200,3800,Y,A,E-A-2-MA,8,0.76
A11,D-A-3-M,D,A,3,M,plates1,89600,51200,Y,A,D-A-3-MA,6,0.363636364
A12,D-A-1-M,D,A,1,M,plates1,0,64000,Y,A,D-A-1-MA,6,1
B1,V-B-2-F,V,B,2,F,plates1,800,1800,Y,A,V-B-2-FA,1,0.692307692
B2,V-B-2-M,V,B,2,M,plates1,17600,17600,Y,A,V-B-2-MA,1,0.5
B3,V-A-2-M,V,A,2,M,plates1,8000,16000,Y,A,V-A-2-MA,1,0.666666667
B4,E-C-4-M,E,C,4,M,plates1,1600,1600,Y,A,E-C-4-MA,8,0.5
B5,E-C-1-M,E,C,1,M,plates1,1000,2000,Y,A,E-C-1-MA,8,0.666666667
B7,E-B-4-M,E,B,4,M,plates1,25600,12800,Y,A,E-B-4-MA,8,0.333333333
B8,D-B-3-M,D,B,3,M,plates1,0,600,Y,A,D-B-3-MA,6,1
B9,D-B-1-M,D,B,1,M,plates1,12800,38400,Y,A,D-B-1-MA,6,0.75
C1,V-B-2-F,V,B,2,F,plates1,9600,9600,Y,A,V-B-2-FA,1,0.5
C2,V-B-2-M,V,B,2,M,plates1,200,600,Y,A,V-B-2-MA,1,0.75
C3,V-A-2-F,V,A,2,F,plates1,38400,12800,Y,A,V-A-2-FA,1,0.25
C4,E-C-4-F,E,C,4,F,plates1,3200,9600,Y,A,E-C-4-FA,8,0.75
C5,E-C-1-F,E,C,1,F,plates1,12800,25600,Y,A,E-C-1-FA,8,0.666666667
C6,D-C-1-F,D,C,1,F,plates1,76800,64000,Y,A,D-C-1-FA,6,0.454545455
C7,E-B-4-M,E,B,4,M,plates1,25600,64000,Y,A,E-B-4-MA,8,0.714285714
C8,D-B-3-F,D,B,3,F,plates1,8000,9600,Y,A,D-B-3-FA,6,0.545454545
C9,D-B-1-F,D,B,1,F,plates1,1000,2000,Y,A,D-B-1-FA,6,0.666666667
C10,E-A-2-F,E,A,2,F,plates1,14400,20800,Y,A,E-A-2-FA,8,0.590909091
C11,D-A-3-F,D,A,3,F,plates1,4800,1600,Y,A,D-A-3-FA,6,0.25
C12,D-A-1-F,D,A,1,F,plates1,75,250,Y,A,D-A-1-FA,6,0.769230769
D1,V-B-2-F,V,B,2,F,plates1,140800,64000,Y,A,V-B-2-FA,1,0.3125
D2,V-B-2-M,V,B,2,M,plates1,200,600,Y,A,V-B-2-MA,1,0.75
D3,V-A-2-F,V,A,2,F,plates1,25600,25600,Y,A,V-A-2-FA,1,0.5
D4,E-C-4-F,E,C,4,F,plates1,3200,9600,Y,A,E-C-4-FA,8,0.75
D5,E-C-1-F,E,C,1,F,plates1,115200,89600,Y,A,E-C-1-FA,8,0.4375
D6,D-C-1-F,D,C,1,F,plates1,600,1000,Y,A,D-C-1-FA,6,0.625
D7,E-B-4-M,E,B,4,M,plates1,400,400,Y,A,E-B-4-MA,8,0.5
D8,D-B-3-F,D,B,3,F,plates1,4800,8000,Y,A,D-B-3-FA,6,0.625
D9,D-B-1-F,D,B,1,F,plates1,8000,8000,Y,A,D-B-1-FA,6,0.5
D10,E-A-2-F,E,A,2,F,plates1,25600,76800,Y,A,E-A-2-FA,8,0.75
D11,D-A-3-F,D,A,3,F,plates1,0,2400,Y,A,D-A-3-FA,6,1
E1,V-B-2-F,V,B,2,F,plates1,0,400,Y,A,V-B-2-FA,1,1
E2,V-B-2-M,V,B,2,M,plates1,1800,1400,Y,A,V-B-2-MA,1,0.4375
E3,V-A-3-M,V,A,3,M,plates1,76800,102400,Y,A,V-A-3-MA,1,0.571428571
E4,V-A-1-M,V,A,1,M,plates1,1200,1400,Y,A,V-A-1-MA,1,0.538461538
E5,E-C-3-M,E,C,3,M,plates1,51200,51200,Y,A,E-C-3-MA,8,0.5
E6,D-C-2-M,D,C,2,M,plates1,38400,38400,Y,A,D-C-2-MA,6,0.5
E7,E-B-4-F,E,B,4,F,plates1,25600,115200,Y,A,E-B-4-FA,8,0.818181818
E8,E-B-1-M,E,B,1,M,plates1,25600,38400,Y,A,E-B-1-MA,8,0.6
E9,D-B-2-M,D,B,2,M,plates1,51200,51200,Y,A,D-B-2-MA,6,0.5
E10,E-A-3-M,E,A,3,M,plates1,25,150,Y,A,E-A-3-MA,8,0.857142857
E11,E-A-1-M,E,A,1,M,plates1,8000,8000,Y,A,E-A-1-MA,8,0.5
E12,D-A-2-M,D,A,2,M,plates1,4800,14400,Y,A,D-A-2-MA,6,0.75
F1,V-B-2-F,V,B,2,F,plates1,3200,3200,Y,A,V-B-2-FA,1,0.5
F2,V-B-2-M,V,B,2,M,plates1,12800,22400,Y,A,V-B-2-MA,1,0.636363636
F3,V-A-3-M,V,A,3,M,plates1,25600,25600,Y,A,V-A-3-MA,1,0.5
F4,V-A-1-M,V,A,1,M,plates1,800,600,Y,A,V-A-1-MA,1,0.428571429
F5,E-C-3-M,E,C,3,M,plates1,16000,12800,Y,A,E-C-3-MA,8,0.444444444
F6,D-C-2-M,D,C,2,M,plates1,200,800,Y,A,D-C-2-MA,6,0.8
F7,E-B-4-F,E,B,4,F,plates1,400,400,Y,A,E-B-4-FA,8,0.5
F8,E-B-1-M,E,B,1,M,plates1,200,600,Y,A,E-B-1-MA,8,0.75
F9,D-B-2-M,D,B,2,M,plates1,1600,2400,Y,A,D-B-2-MA,6,0.6
F12,D-A-2-M,D,A,2,M,plates1,1600,9600,Y,A,D-A-2-MA,6,0.857142857
G2,V-B-2-M,V,B,2,M,plates1,14400,22400,Y,A,V-B-2-MA,1,0.608695652
G4,V-A-1-F,V,A,1,F,plates1,1000,3000,Y,A,V-A-1-FA,1,0.75
G5,E-C-3-F,E,C,3,F,plates1,75,50,Y,A,E-C-3-FA,8,0.4
G6,D-C-2-F,D,C,2,F,plates1,175,275,Y,A,D-C-2-FA,6,0.611111111
G7,E-B-4-F,E,B,4,F,plates1,400,1000,Y,A,E-B-4-FA,8,0.714285714
G8,E-B-1-F,E,B,1,F,plates1,9600,11200,Y,A,E-B-1-FA,8,0.538461538
G9,D-B-2-F,D,B,2,F,plates1,16000,6400,Y,A,D-B-2-FA,6,0.285714286
G10,E-A-3-F,E,A,3,F,plates1,400,3200,Y,A,E-A-3-FA,8,0.888888889
G12,D-A-2-F,D,A,2,F,plates1,1000,1600,Y,A,D-A-2-FA,6,0.615384615
H1,V-B-2-F,V,B,2,F,plates1,51200,76800,Y,A,V-B-2-FA,1,0.6
H2,V-B-2-M,V,B,2,M,plates1,17600,28800,Y,A,V-B-2-MA,1,0.620689655
H3,V-A-3-F,V,A,3,F,plates1,600,1200,Y,A,V-A-3-FA,1,0.666666667
H4,V-A-1-F,V,A,1,F,plates1,64000,128000,Y,A,V-A-1-FA,1,0.666666667
H6,D-C-2-F,D,C,2,F,plates1,102400,128000,Y,A,D-C-2-FA,6,0.555555556
H8,E-B-1-F,E,B,1,F,plates1,1200,2600,Y,A,E-B-1-FA,8,0.684210526
H9,D-B-2-F,D,B,2,F,plates1,0,6400,Y,A,D-B-2-FA,6,1
H10,E-A-3-F,E,A,3,F,plates1,6400,8000,Y,A,E-A-3-FA,8,0.555555556
H11,E-A-1-F,E,A,1,F,plates1,0,38400,Y,A,E-A-1-FA,8,1
H12,D-A-2-F,D,A,2,F,plates1,1200,2400,Y,A,D-A-2-FA,6,0.666666667
A1,H-C-3-M,H,C,3,M,plates2,179200,204800,Y,A,H-C-3-MA,5,0.533333333
A2,H-C-1-M,H,C,1,M,plates2,9600,14400,Y,A,H-C-1-MA,5,0.6
A3,L-A-3-M,L,A,3,M,plates2,51200,64000,Y,A,L-A-3-MA,4,0.555555556
A5,L-B-2-M,L,B,2,M,plates2,400,3000,Y,A,L-B-2-MA,4,0.882352941
A6,L-B-1-M,L,B,1,M,plates2,76800,204800,Y,A,L-B-1-MA,4,0.727272727
A7,V-C-1-M,V,C,1,M,plates2,51200,243200,Y,A,V-C-1-MA,1,0.826086957
A8,B-B-1-M,B,B,1,M,plates2,115200,243200,Y,A,B-B-1-MA,7,0.678571429
A9,B-B-5-M,B,B,5,M,plates2,24000,32000,Y,B,B-B-5-MB,7,0.571428571
A10,B-B-2-M,B,B,2,M,plates2,76800,115200,Y,A,B-B-2-MA,7,0.6
A11,B-A-3-M,B,A,3,M,plates2,19200,24000,Y,A,B-A-3-MA,7,0.555555556
A12,B-A-1-F,B,A,1,F,plates2,4800,12800,Y,A,B-A-1-FA,7,0.727272727
B1,H-C-3-M,H,C,3,M,plates2,4800,27200,Y,A,H-C-3-MA,5,0.85
B4,L-B-3-M,L,B,3,M,plates2,2200,3600,Y,A,L-B-3-MA,4,0.620689655
B6,L-B-1-M,L,B,1,M,plates2,9600,14400,Y,A,L-B-1-MA,4,0.6
B11,B-A-3-M,B,A,3,M,plates2,1400,600,Y,A,B-A-3-MA,7,0.3
B12,B-A-1-F,B,A,1,F,plates2,0,9600,Y,A,B-A-1-FA,7,1
C1,H-C-3-F,H,C,3,F,plates2,6400,22400,Y,A,H-C-3-FA,5,0.777777778
C2,H-C-1-F,H,C,1,F,plates2,11200,8000,Y,A,H-C-1-FA,5,0.416666667
C3,L-A-3-F,L,A,3,F,plates2,0,9600,Y,A,L-A-3-FA,4,1
C6,L-B-1-F,L,B,1,F,plates2,25600,166400,Y,A,L-B-1-FA,4,0.866666667
C8,B-B-1-F,B,B,1,F,plates2,51200,217600,Y,A,B-B-1-FA,7,0.80952381
C9,B-B-5-F,B,B,5,F,plates2,25600,115200,Y,B,B-B-5-FB,7,0.818181818
C10,B-B-2-F,B,B,2,F,plates2,33600,3200,Y,A,B-B-2-FA,7,0.086956522
C11,B-A-3-F,B,A,3,F,plates2,800,1800,Y,A,B-A-3-FA,7,0.692307692
C12,B-A-1-M,B,A,1,M,plates2,3200,17600,Y,A,B-A-1-MA,7,0.846153846
D1,H-C-3-F,H,C,3,F,plates2,1800,3400,Y,A,H-C-3-FA,5,0.653846154
D2,H-C-1-F,H,C,1,F,plates2,27200,0,Y,A,H-C-1-FA,5,0
D3,L-A-3-F,L,A,3,F,plates2,0,89600,Y,A,L-A-3-FA,4,1
D7,V-C-1-F,V,C,1,F,plates2,0,102400,Y,A,V-C-1-FA,1,1
D9,B-B-5-F,B,B,5,F,plates2,9600,1600,Y,B,B-B-5-FB,7,0.142857143
D10,B-B-2-F,B,B,2,F,plates2,89600,166400,Y,A,B-B-2-FA,7,0.65
D11,B-A-3-F,B,A,3,F,plates2,6400,6400,Y,A,B-A-3-FA,7,0.5
D12,B-A-1-M,B,A,1,M,plates2,1600,3600,Y,A,B-A-1-MA,7,0.692307692
E1,PA-B-1-M,PA,B,1,M,plates2,12800,128000,Y,A,PA-B-1-MA,3,0.909090909
E2,H-C-2-M,H,C,2,M,plates2,17600,22400,Y,A,H-C-2-MA,5,0.56
E3,H-A-1-M,H,A,1,M,plates2,115200,115200,Y,A,H-A-1-MA,5,0.5
E4,L-A-2-M,L,A,2,M,plates2,1600,16000,Y,A,L-A-2-MA,4,0.909090909
E5,L-A-1-M,L,A,1,M,plates2,11200,9600,Y,A,L-A-1-MA,4,0.461538462
E7,V-C-2-M,V,C,2,M,plates2,8000,4800,Y,A,V-C-2-MA,1,0.375
E8,V-B-4-M,V,B,4,M,plates2,2600,2200,Y,A,V-B-4-MA,1,0.458333333
E9,B-C-4-M,B,C,4,M,plates2,8000,19200,Y,A,B-C-4-MA,7,0.705882353
E10,B-C-3-M,B,C,3,M,plates2,16000,24000,Y,A,B-C-3-MA,7,0.6
E11,B-C-2-M,B,C,2,M,plates2,12800,17600,Y,A,B-C-2-MA,7,0.578947368
E12,B-A-2-M,B,A,2,M,plates2,76800,115200,Y,A,B-A-2-MA,7,0.6
F1,PA-B-1-M,PA,B,1,M,plates2,102400,384000,Y,A,PA-B-1-MA,3,0.789473684
F2,H-C-2-M,H,C,2,M,plates2,102400,166400,Y,A,H-C-2-MA,5,0.619047619
F3,H-A-1-M,H,A,1,M,plates2,38400,115200,Y,A,H-A-1-MA,5,0.75
F4,L-A-2-M,L,A,2,M,plates2,9600,11200,Y,A,L-A-2-MA,4,0.538461538
F6,V-C-3-M,V,C,3,M,plates2,9600,1600,Y,A,V-C-3-MA,1,0.142857143
F7,V-C-2-M,V,C,2,M,plates2,102400,179200,Y,A,V-C-2-MA,1,0.636363636
F8,V-B-4-M,V,B,4,M,plates2,6400,19200,Y,A,V-B-4-MA,1,0.75
F9,B-C-4-M,B,C,4,M,plates2,4800,17600,Y,A,B-C-4-MA,7,0.785714286
